customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount,complaint_type1,complaint_type2,complaint_type3
NJ46849,Arizona,Male,College,250444,36234,69,1/0/00,Personal Auto,Four-Door Car,496,1,0,0
WZ31900,Oregon,Female,Bachelor,864970,94389,107,1/0/00,Corporate Auto,SUV,85,1,0,0
RG30482,Oregon,Female,College,1366835,36234,197,1/0/00,Personal Auto,SUV,1418,1,0,0
ZM86949,Oregon,Female,High School or Below,2063508,84106,64,1/0/00,Personal Auto,Two-Door Car,334,1,0,0
QQ39596,Arizona,Female,College,251753,36234,69,1/0/00,Personal Auto,Four-Door Car,42,1,0,0
FH51383,California,Female,High School or Below,532667,76717,66,1/0/00,Personal Auto,Two-Door Car,300,1,0,0
BJ53923,Arizona,Male,High School or Below,260027,51978,66,1/0/00,Corporate Auto,Four-Door Car,144,1,0,0
CZ96653,Oregon,Female,Bachelor,853479,47325,107,1/0/00,Personal Auto,SUV,64,1,0,0
FB23788,Oregon,Male,High School or Below,882883,86721,111,1/0/00,Corporate Auto,SUV,532,1,0,0
NT43594,Nevada,Female,Bachelor,224844,24910,63,1/1/00,Personal Auto,Four-Door Car,347,1,1,0
RJ85627,Washington,Female,Bachelor,1230276,43817,62,1/1/00,Personal Auto,Four-Door Car,245,1,1,0
KJ86296,Oregon,Male,High School or Below,455659,36234,73,1/2/00,Personal Auto,Four-Door Car,525,1,2,0
PI47776,Oregon,Female,Bachelor,253070,89451,63,1/0/00,Corporate Auto,Four-Door Car,61,1,0,0
MD73554,California,Male,College,525198,59537,66,1/0/00,Personal Auto,Two-Door Car,316,1,0,0
UX92071,Oregon,Male,High School or Below,674311,36234,199,1/0/00,Personal Auto,Luxury SUV,955,1,0,0
YG44474,Oregon,Male,College,1401472,54193,117,1/0/00,Corporate Auto,SUV,720,1,0,0
UH45301,Oregon,Male,College,943891,86946,118,1/0/00,Personal Auto,Four-Door Car,340,1,0,0
RY92647,California,Female,Bachelor,1050677,36234,92,1/0/00,Personal Auto,Four-Door Car,546,1,0,0
IK12620,Arizona,Female,High School or Below,421391,12160,109,1/0/00,Personal Auto,Four-Door Car,489,1,0,0
GQ66762,California,Male,College,477368,33701,63,1/0/00,Personal Auto,Four-Door Car,171,1,0,0
YT69858,Washington,Female,Bachelor,544142,85702,67,1/0/00,Personal Auto,Two-Door Car,249,1,0,0
XD85577,California,Male,Bachelor,284226,69417,73,1/1/00,Personal Auto,Four-Door Car,30,1,1,0
TM65736,Oregon,Male,Master,305955,38644,78,1/1/00,Personal Auto,Four-Door Car,361,1,1,0
VJ51327,California,Female,High School or Below,2031499,63209,102,1/2/00,Personal Auto,SUV,207,1,2,0
GS98873,Arizona,Female,Bachelor,323912,16061,88,1/0/00,Personal Auto,Four-Door Car,633,1,0,0
CW49887,California,Female,Master,462680,79487,114,1/0/00,Special Auto,SUV,547,1,0,0
MY31220,California,Female,College,899704,54230,112,1/0/00,Personal Auto,Two-Door Car,537,1,0,0
